Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
"Northern New England",Weekly,"2021-06-27 00:00:00",Conventional,1.097495009,650313.43,195247.82,370201.94,904.79,83958.88,,,
"New Orleans/Mobile",Weekly,"2021-06-27 00:00:00",Conventional,0.950271553,289094.08,150024.98,12477.98,3882.89,122708.24,,,
"New York",Weekly,"2021-06-27 00:00:00",Conventional,1.308442215,2245279.72,256156.38,1295665.76,31897.82,661559.76,,,
Orlando,Weekly,"2021-06-27 00:00:00",Conventional,0.960944745,709268.82,421800.74,16614.90,4532.95,266320.22,,,
Peoria/Springfield,Weekly,"2021-06-27 00:00:00",Conventional,1.055413791,150432.52,63060.02,38231.02,4058.29,45083.19,,,
Philadelphia,Weekly,"2021-06-27 00:00:00",Conventional,1.079571903,724196.33,216218.11,255074.29,2984.99,249918.94,,,
Phoenix/Tucson,Weekly,"2021-06-27 00:00:00",Conventional,0.798536295,1375573.32,509245.48,702594.15,9445.14,154288.55,,,
Pittsburgh,Weekly,"2021-06-27 00:00:00",Conventional,0.949974901,197169.47,124615.46,8837.56,207.67,63508.78,,,
Portland,Weekly,"2021-06-27 00:00:00",Conventional,1.114918718,807025.17,418161.69,259473.72,38502.72,90887.04,,,
Providence,Weekly,"2021-06-27 00:00:00",Conventional,1.488973130,110115.58,14506.52,75270.18,214.04,20124.83,,,
Raleigh/Greensboro,Weekly,"2021-06-27 00:00:00",Conventional,1.110962300,467317.40,214492.35,75890.31,5263.77,171670.96,,,
Richmond/Norfolk,Weekly,"2021-06-27 00:00:00",Conventional,1.108414922,328099.25,116168.15,106679.28,1118.23,104133.59,,,
Roanoke,Weekly,"2021-06-27 00:00:00",Conventional,1.028725022,195628.41,72634.64,76329.37,412.89,46251.50,,,
Sacramento,Weekly,"2021-06-27 00:00:00",Conventional,1.415938419,488069.33,178783.93,201257.00,5493.37,102535.02,,,
"San Diego",Weekly,"2021-06-27 00:00:00",Conventional,1.278865365,540698.06,234322.83,109660.94,80306.41,116407.87,,,
"San Francisco",Weekly,"2021-06-27 00:00:00",Conventional,1.528504361,743679.76,257796.77,353725.01,10511.53,121646.45,,,
Seattle,Weekly,"2021-06-27 00:00:00",Conventional,1.568741182,613057.52,218297.24,317018.21,2251.78,75490.30,,,
"South Carolina",Weekly,"2021-06-27 00:00:00",Conventional,1.128421891,501215.77,254393.47,87576.23,1618.41,157627.67,,,
Spokane,Weekly,"2021-06-27 00:00:00",Conventional,1.300612811,91828.22,41428.57,35644.58,297.50,14457.56,,,
"St. Louis",Weekly,"2021-06-27 00:00:00",Conventional,0.910250844,281985.62,180623.33,13073.07,1299.46,86989.76,,,
Syracuse,Weekly,"2021-06-27 00:00:00",Conventional,1.093291312,106883.87,30406.91,36280.47,645.27,39551.22,,,
Tampa,Weekly,"2021-06-27 00:00:00",Conventional,1.083764196,639225.21,395380.80,17598.77,2141.29,224104.34,,,
Toledo,Weekly,"2021-06-27 00:00:00",Conventional,1.120845561,130347.25,44902.92,51265.50,4680.70,29498.13,,,
"West Tex/New Mexico",Weekly,"2021-06-27 00:00:00",Conventional,0.798918348,1010580.96,416142.04,185416.61,13185.08,395837.24,,,
Wichita,Weekly,"2021-06-27 00:00:00",Conventional,0.905769806,123906.35,82490.28,8458.95,635.91,32321.20,,,
California,Weekly,"2021-06-27 00:00:00",Conventional,1.307561522,6132326.85,2896076.08,1361327.16,624876.79,1250046.83,,,
"Great Lakes",Weekly,"2021-06-27 00:00:00",Conventional,1.150394476,4308496.35,1513954.77,1496693.06,270190.88,1027657.64,,,
Midsouth,Weekly,"2021-06-27 00:00:00",Conventional,1.127278441,4296793.03,1739741.07,1120163.94,21347.78,1415540.23,,,
Northeast,Weekly,"2021-06-27 00:00:00",Conventional,1.217122742,6292214.41,1272906.18,3186164.10,18762.18,1814381.95,,,
Plains,Weekly,"2021-06-27 00:00:00",Conventional,1.003771718,2479815.05,1210164.23,480021.50,36631.88,752997.44,,,
"South Central",Weekly,"2021-06-27 00:00:00",Conventional,0.872992858,5655394.87,3036272.88,775537.79,225024.65,1618559.56,,,
Southeast,Weekly,"2021-06-27 00:00:00",Conventional,1.061515896,5780024.92,3480866.28,441905.32,18692.62,1838560.71,,,
West,Weekly,"2021-06-27 00:00:00",Conventional,1.053605590,7559638.82,3045723.85,2914616.62,168737.17,1430561.18,,,
"Total U.S.",Weekly,"2021-06-27 00:00:00",Conventional,1.105846960,42504704.29,18195705.33,11776429.48,1384263.95,11148305.53,,,
Albany,Weekly,"2021-06-27 00:00:00",Organic,1.552583579,5261.43,250.51,389.16,67.02,4554.73,,,
Atlanta,Weekly,"2021-06-27 00:00:00",Organic,1.464587584,43043.76,5185.98,12672.80,0.00,25184.98,,,
Baltimore/Washington,Weekly,"2021-06-27 00:00:00",Organic,1.538667777,74977.19,1374.36,4496.17,0.00,69106.66,,,
Birmingham/Montgomery,Weekly,"2021-06-27 00:00:00",Organic,1.437626242,12144.52,440.70,489.00,0.00,11214.82,,,
Boise,Weekly,"2021-06-27 00:00:00",Organic,1.910210734,6740.58,6.75,3751.52,0.00,2982.31,,,
Boston,Weekly,"2021-06-27 00:00:00",Organic,1.899546888,37809.74,299.76,2434.27,0.00,35075.70,,,
Buffalo/Rochester,Weekly,"2021-06-27 00:00:00",Organic,1.600307255,16603.19,1151.00,134.15,7.16,15310.88,,,
Charlotte,Weekly,"2021-06-27 00:00:00",Organic,1.510295668,27103.85,330.34,4093.41,19.85,22660.26,,,
Chicago,Weekly,"2021-06-27 00:00:00",Organic,1.735539843,53774.97,5064.85,16919.78,0.00,31790.34,,,
Cincinnati/Dayton,Weekly,"2021-06-27 00:00:00",Organic,1.823622992,20438.94,3342.92,7188.39,0.00,9907.62,,,
Columbus,Weekly,"2021-06-27 00:00:00",Organic,1.553576018,17541.87,2879.04,2725.94,0.00,11936.90,,,
"Dallas/Ft. Worth",Weekly,"2021-06-27 00:00:00",Organic,1.420869213,60190.92,16365.30,858.50,0.00,42967.13,,,
Denver,Weekly,"2021-06-27 00:00:00",Organic,1.542386510,60269.45,26652.26,1473.59,0.00,32143.60,,,
Detroit,Weekly,"2021-06-27 00:00:00",Organic,1.298841535,33528.24,1222.34,6607.91,0.00,25697.99,,,
"Grand Rapids",Weekly,"2021-06-27 00:00:00",Organic,0.998265356,19270.74,144.27,1597.62,0.00,17528.85,,,
Harrisburg/Scranton,Weekly,"2021-06-27 00:00:00",Organic,1.494472904,19220.11,288.69,499.11,0.00,18432.30,,,
Hartford/Springfield,Weekly,"2021-06-27 00:00:00",Organic,1.743479358,27238.55,266.84,6550.58,4.30,20416.83,,,
Houston,Weekly,"2021-06-27 00:00:00",Organic,1.490737839,25935.07,13661.90,243.55,0.00,12029.61,,,
Indianapolis,Weekly,"2021-06-27 00:00:00",Organic,1.534218569,11931.31,1321.94,1988.82,0.00,8620.54,,,
Jacksonville,Weekly,"2021-06-27 00:00:00",Organic,1.514363900,12713.54,74.44,433.08,0.00,12206.02,,,
"Las Vegas",Weekly,"2021-06-27 00:00:00",Organic,1.477757289,19319.89,4331.59,4220.56,0.00,10767.74,,,
"Los Angeles",Weekly,"2021-06-27 00:00:00",Organic,1.706839329,181046.78,50191.68,23600.09,1.28,107253.74,,,
Louisville,Weekly,"2021-06-27 00:00:00",Organic,1.441594567,10940.04,1323.02,2564.74,0.00,7052.28,,,
"Miami/Ft. Lauderdale",Weekly,"2021-06-27 00:00:00",Organic,1.453924486,54008.91,1111.97,622.65,0.00,52274.29,,,
Nashville,Weekly,"2021-06-27 00:00:00",Organic,1.487665036,23686.65,2584.65,4907.97,0.00,16194.03,,,
"Northern New England",Weekly,"2021-06-27 00:00:00",Organic,2.029576575,19095.48,1695.91,398.69,0.00,17000.89,,,
"New Orleans/Mobile",Weekly,"2021-06-27 00:00:00",Organic,1.175969156,15599.86,638.03,7.14,0.00,14954.69,,,
"New York",Weekly,"2021-06-27 00:00:00",Organic,1.684932907,131347.05,6713.22,19207.22,107.65,105318.96,,,
Orlando,Weekly,"2021-06-27 00:00:00",Organic,1.408181925,34877.43,353.09,131.36,0.00,34392.98,,,
Peoria/Springfield,Weekly,"2021-06-27 00:00:00",Organic,1.562258431,5612.53,444.08,742.28,1.96,4424.21,,,
Philadelphia,Weekly,"2021-06-27 00:00:00",Organic,1.672013877,33303.13,1351.36,5025.45,0.52,26925.80,,,
Phoenix/Tucson,Weekly,"2021-06-27 00:00:00",Organic,1.420258756,32143.81,7009.53,6759.57,0.00,18374.71,,,
Pittsburgh,Weekly,"2021-06-27 00:00:00",Organic,1.572186832,13475.57,2934.95,1.99,0.00,10538.63,,,
Portland,Weekly,"2021-06-27 00:00:00",Organic,1.877696960,48138.36,2972.05,24566.54,0.00,20599.76,,,
Providence,Weekly,"2021-06-27 00:00:00",Organic,1.731383619,7345.14,84.38,12.24,0.00,7248.52,,,
Raleigh/Greensboro,Weekly,"2021-06-27 00:00:00",Organic,1.585421012,28100.04,538.85,4226.42,15.39,23319.37,,,
Richmond/Norfolk,Weekly,"2021-06-27 00:00:00",Organic,1.418936679,25458.74,988.65,2433.64,4.03,22032.42,,,
Roanoke,Weekly,"2021-06-27 00:00:00",Organic,1.425371994,13272.47,1033.88,1881.11,0.00,10357.48,,,
Sacramento,Weekly,"2021-06-27 00:00:00",Organic,1.916864486,22574.96,6185.18,3399.29,0.00,12990.50,,,
"San Diego",Weekly,"2021-06-27 00:00:00",Organic,2.032151608,34936.06,7378.99,9703.81,0.00,17853.26,,,
"San Francisco",Weekly,"2021-06-27 00:00:00",Organic,2.108349199,66296.02,19860.74,6637.91,2.37,39795.00,,,
Seattle,Weekly,"2021-06-27 00:00:00",Organic,2.230156753,66733.53,5447.72,37669.76,3.23,23612.82,,,
"South Carolina",Weekly,"2021-06-27 00:00:00",Organic,1.475787631,40761.99,1683.37,5233.30,9.67,33835.65,,,
Spokane,Weekly,"2021-06-27 00:00:00",Organic,2.131832360,5691.68,96.36,3192.38,0.00,2402.94,,,
"St. Louis",Weekly,"2021-06-27 00:00:00",Organic,1.711576807,12540.44,1075.43,2494.12,4.16,8966.73,,,
Syracuse,Weekly,"2021-06-27 00:00:00",Organic,1.545476530,5487.21,391.63,107.11,0.00,4988.47,,,
Tampa,Weekly,"2021-06-27 00:00:00",Organic,1.247059485,28753.87,221.38,101.22,0.00,28431.27,,,
Toledo,Weekly,"2021-06-27 00:00:00",Organic,1.522601880,7045.93,900.15,1022.90,0.00,5122.88,,,
"West Tex/New Mexico",Weekly,"2021-06-27 00:00:00",Organic,1.157994943,40611.91,3596.64,1796.15,0.00,35219.13,,,
Wichita,Weekly,"2021-06-27 00:00:00",Organic,1.371936112,4261.98,1624.86,9.82,0.00,2627.31,,,
California,Weekly,"2021-06-27 00:00:00",Organic,1.861839571,369022.44,101600.03,56455.71,7.92,210958.78,,,
"Great Lakes",Weekly,"2021-06-27 00:00:00",Organic,1.472725799,264401.89,24818.67,47787.87,6.18,191789.17,,,
Midsouth,Weekly,"2021-06-27 00:00:00",Organic,1.522702767,299411.02,13995.45,40552.83,44.40,244818.35,,,
Northeast,Weekly,"2021-06-27 00:00:00",Organic,1.706821964,340739.07,18514.46,33264.26,226.92,288733.43,,,
Plains,Weekly,"2021-06-27 00:00:00",Organic,1.543952782,76102.08,13337.68,3791.97,55.08,58917.35,,,
"South Central",Weekly,"2021-06-27 00:00:00",Organic,1.435840371,182256.91,42131.18,4872.37,0.00,135253.35,,,
Southeast,Weekly,"2021-06-27 00:00:00",Organic,1.422851710,295611.78,11688.95,24738.81,21.86,259162.16,,,
West,Weekly,"2021-06-27 00:00:00",Organic,1.743909606,379026.90,76629.00,112967.59,3.48,189426.84,,,
"Total U.S.",Weekly,"2021-06-27 00:00:00",Organic,1.620040979,2206572.09,302715.42,324431.41,365.83,1579059.43,,,
Albany,Weekly,"2021-07-04 00:00:00",Conventional,1.127171216,166607.45,33655.35,105024.13,822.15,27105.82,,,
Atlanta,Weekly,"2021-07-04 00:00:00",Conventional,0.971989080,819442.67,487209.30,125120.76,2187.99,204924.61,,,
Baltimore/Washington,Weekly,"2021-07-04 00:00:00",Conventional,1.270654633,1089911.23,316221.77,303636.02,5012.64,465040.80,,,
Birmingham/Montgomery,Weekly,"2021-07-04 00:00:00",Conventional,0.951949401,383487.69,234007.98,29493.19,2133.32,117853.21,,,
Boise,Weekly,"2021-07-04 00:00:00",Conventional,1.286411664,131677.56,58802.97,22850.52,16581.38,33442.69,,,
Boston,Weekly,"2021-07-04 00:00:00",Conventional,1.464042894,655869.22,53866.93,438672.47,2217.31,161112.51,,,
Buffalo/Rochester,Weekly,"2021-07-04 00:00:00",Conventional,1.093691995,244872.50,57831.71,51945.16,3759.11,131336.52,,,
Charlotte,Weekly,"2021-07-04 00:00:00",Conventional,1.189905842,369258.66,155385.87,63316.61,5164.13,145392.04,,,
Chicago,Weekly,"2021-07-04 00:00:00",Conventional,1.242235122,1150759.42,332533.71,432090.53,116825.77,269309.41,,,
Cincinnati/Dayton,Weekly,"2021-07-04 00:00:00",Conventional,1.163153539,302713.19,116832.33,139780.77,904.52,45195.57,,,
Columbus,Weekly,"2021-07-04 00:00:00",Conventional,1.129220117,247168.91,108243.11,83193.77,1021.88,54710.15,,,
"Dallas/Ft. Worth",Weekly,"2021-07-04 00:00:00",Conventional,0.872273478,1541647.30,723360.05,252457.37,97644.11,468185.77,,,
Denver,Weekly,"2021-07-04 00:00:00",Conventional,1.118892272,1067511.63,374169.83,402684.99,33194.69,257462.12,,,
Detroit,Weekly,"2021-07-04 00:00:00",Conventional,1.109505048,454630.75,146046.99,133138.39,60822.30,114623.07,,,
"Grand Rapids",Weekly,"2021-07-04 00:00:00",Conventional,1.336246153,213501.39,29276.06,59021.27,71559.13,53644.93,,,
Harrisburg/Scranton,Weekly,"2021-07-04 00:00:00",Conventional,1.078185623,476075.55,212132.17,103490.37,1730.67,158722.34,,,
Hartford/Springfield,Weekly,"2021-07-04 00:00:00",Conventional,1.358424013,423543.52,49088.73,271081.61,1021.25,102351.94,,,
Houston,Weekly,"2021-07-04 00:00:00",Conventional,0.836731233,1183269.58,715378.48,233273.78,17521.74,217095.59,,,
Indianapolis,Weekly,"2021-07-04 00:00:00",Conventional,1.035585024,285285.40,87600.63,123452.77,2278.35,71953.65,,,
Jacksonville,Weekly,"2021-07-04 00:00:00",Conventional,0.991491558,273994.71,174641.64,10114.37,1544.47,87694.23,,,
"Las Vegas",Weekly,"2021-07-04 00:00:00",Conventional,0.925684292,451005.30,105566.58,222328.83,9444.30,113665.59,,,
"Los Angeles",Weekly,"2021-07-04 00:00:00",Conventional,1.285560583,3269368.49,1750105.81,371477.31,453026.57,694758.80,,,
Louisville,Weekly,"2021-07-04 00:00:00",Conventional,1.100408379,128675.18,37132.02,54468.45,267.73,36806.97,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-04 00:00:00",Conventional,0.981078620,1181537.20,740197.87,44986.84,4829.38,391523.11,,,
Nashville,Weekly,"2021-07-04 00:00:00",Conventional,1.051914134,304259.73,141358.08,74337.43,817.75,87746.47,,,
"Northern New England",Weekly,"2021-07-04 00:00:00",Conventional,1.236933715,601549.77,167495.10,342355.05,743.07,90956.55,,,
"New Orleans/Mobile",Weekly,"2021-07-04 00:00:00",Conventional,0.881701998,320520.23,170485.77,13770.57,4154.22,132109.68,,,
"New York",Weekly,"2021-07-04 00:00:00",Conventional,1.263612724,2511518.00,261553.55,1475811.52,31569.53,742583.40,,,
Orlando,Weekly,"2021-07-04 00:00:00",Conventional,0.909908915,734579.46,438300.34,16582.31,3340.79,276356.04,,,
Peoria/Springfield,Weekly,"2021-07-04 00:00:00",Conventional,1.027543454,162162.34,61058.59,46721.54,4720.59,49661.62,,,
Philadelphia,Weekly,"2021-07-04 00:00:00",Conventional,1.082936266,751582.48,218629.01,267222.39,1853.72,263877.36,,,
Phoenix/Tucson,Weekly,"2021-07-04 00:00:00",Conventional,0.781278188,1467010.96,587815.94,714273.17,8292.93,156628.92,,,
Pittsburgh,Weekly,"2021-07-04 00:00:00",Conventional,1.052301030,180410.93,99664.53,11038.81,395.32,69312.27,,,
Portland,Weekly,"2021-07-04 00:00:00",Conventional,1.146141955,731410.30,341510.36,242581.78,53752.98,93565.19,,,
Providence,Weekly,"2021-07-04 00:00:00",Conventional,1.495097177,115477.68,15842.42,80580.28,219.37,18835.61,,,
Raleigh/Greensboro,Weekly,"2021-07-04 00:00:00",Conventional,1.097044390,491668.45,230197.95,81333.57,5887.85,174249.08,,,
Richmond/Norfolk,Weekly,"2021-07-04 00:00:00",Conventional,1.127892723,339216.76,136712.58,94527.20,1241.11,106735.88,,,
Roanoke,Weekly,"2021-07-04 00:00:00",Conventional,1.079552078,193860.88,81316.79,59520.20,421.43,52602.46,,,
Sacramento,Weekly,"2021-07-04 00:00:00",Conventional,1.476865684,531799.58,178183.64,241649.40,7272.16,104694.38,,,
"San Diego",Weekly,"2021-07-04 00:00:00",Conventional,1.362122141,571692.09,234957.57,141515.29,84552.13,110667.09,,,
"San Francisco",Weekly,"2021-07-04 00:00:00",Conventional,1.604921820,751517.79,207141.47,409802.51,12132.47,122441.33,,,
Seattle,Weekly,"2021-07-04 00:00:00",Conventional,1.616740846,582176.74,209744.67,297863.15,5047.65,69521.27,,,
"South Carolina",Weekly,"2021-07-04 00:00:00",Conventional,1.086623138,546728.83,267064.32,92837.77,1753.37,185073.37,,,
Spokane,Weekly,"2021-07-04 00:00:00",Conventional,1.311142660,97807.60,44452.34,37666.57,262.63,15426.06,,,
"St. Louis",Weekly,"2021-07-04 00:00:00",Conventional,0.939392388,283340.41,170286.18,18505.94,1493.50,93054.79,,,
Syracuse,Weekly,"2021-07-04 00:00:00",Conventional,1.104876146,119371.11,29530.83,44039.65,768.15,45032.48,,,
Tampa,Weekly,"2021-07-04 00:00:00",Conventional,0.949965899,689123.82,433465.68,18271.74,2389.80,234996.60,,,
Toledo,Weekly,"2021-07-04 00:00:00",Conventional,1.079878135,149053.08,47509.97,58434.98,8202.66,34905.46,,,
"West Tex/New Mexico",Weekly,"2021-07-04 00:00:00",Conventional,0.828966337,1011790.04,399639.40,206496.02,43027.20,362627.43,,,
Wichita,Weekly,"2021-07-04 00:00:00",Conventional,0.902027351,130457.79,84373.57,11113.06,280.58,34690.57,,,
California,Weekly,"2021-07-04 00:00:00",Conventional,1.366395876,6554346.23,2963010.53,1669545.75,638810.95,1282979.00,,,
"Great Lakes",Weekly,"2021-07-04 00:00:00",Conventional,1.134832966,4781360.95,1436309.86,1802345.47,387026.49,1155679.13,,,
Midsouth,Weekly,"2021-07-04 00:00:00",Conventional,1.150885810,4413561.63,1794750.74,1106417.77,22725.37,1489667.75,,,
Northeast,Weekly,"2021-07-04 00:00:00",Conventional,1.223199308,6720313.23,1234171.97,3472128.28,19338.30,1994674.69,,,
Plains,Weekly,"2021-07-04 00:00:00",Conventional,0.985531928,2685581.91,1244180.58,548008.95,42952.74,850439.63,,,
"South Central",Weekly,"2021-07-04 00:00:00",Conventional,0.878526728,5706367.35,2979337.65,726163.24,270963.86,1729902.60,,,
Southeast,Weekly,"2021-07-04 00:00:00",Conventional,0.972317915,6125325.62,3705969.65,433058.47,17918.12,1968379.38,,,
West,Weekly,"2021-07-04 00:00:00",Conventional,1.058305615,7913843.74,3157244.96,3061794.26,227425.95,1467378.58,,,
"Total U.S.",Weekly,"2021-07-04 00:00:00",Conventional,1.106277117,44900700.66,18514975.94,12819462.18,1627161.79,11939100.75,,,
Albany,Weekly,"2021-07-04 00:00:00",Organic,1.588521555,5613.91,292.67,365.86,49.54,4905.84,,,
Atlanta,Weekly,"2021-07-04 00:00:00",Organic,1.543044584,45247.72,3009.35,14305.85,0.00,27932.51,,,
Baltimore/Washington,Weekly,"2021-07-04 00:00:00",Organic,1.558792510,74856.40,1563.73,5066.16,1.05,68225.45,,,
Birmingham/Montgomery,Weekly,"2021-07-04 00:00:00",Organic,1.481992067,13998.33,248.86,708.15,0.00,13041.33,,,
Boise,Weekly,"2021-07-04 00:00:00",Organic,1.899916162,8510.51,4.55,4016.70,0.00,4489.26,,,
Boston,Weekly,"2021-07-04 00:00:00",Organic,1.845940506,37445.38,346.58,3033.62,1.06,34064.11,,,
Buffalo/Rochester,Weekly,"2021-07-04 00:00:00",Organic,1.567984933,18895.19,1320.61,114.25,6.14,17454.20,,,
Charlotte,Weekly,"2021-07-04 00:00:00",Organic,1.558176307,25249.23,269.77,4276.87,17.76,20684.82,,,
Chicago,Weekly,"2021-07-04 00:00:00",Organic,1.737772349,57005.38,9978.41,13742.16,0.00,33284.81,,,
Cincinnati/Dayton,Weekly,"2021-07-04 00:00:00",Organic,1.871994525,20952.99,1322.85,10068.67,0.00,9561.47,,,
Columbus,Weekly,"2021-07-04 00:00:00",Organic,1.660747857,17952.83,2551.92,4551.79,0.00,10849.12,,,
"Dallas/Ft. Worth",Weekly,"2021-07-04 00:00:00",Organic,1.448984336,60777.63,15980.69,822.28,0.00,43974.67,,,
Denver,Weekly,"2021-07-04 00:00:00",Organic,1.577892708,60997.53,29364.34,1276.22,0.00,30356.97,,,
Detroit,Weekly,"2021-07-04 00:00:00",Organic,1.379408501,33396.65,1672.41,7145.30,0.00,24578.94,,,
"Grand Rapids",Weekly,"2021-07-04 00:00:00",Organic,1.096595477,17184.96,150.84,1620.81,0.00,15413.31,,,
Harrisburg/Scranton,Weekly,"2021-07-04 00:00:00",Organic,1.501141858,21018.36,300.76,523.59,0.00,20194.01,,,
Hartford/Springfield,Weekly,"2021-07-04 00:00:00",Organic,1.674037030,28246.32,258.02,9122.31,2.08,18863.90,,,
Houston,Weekly,"2021-07-04 00:00:00",Organic,1.487430595,23465.86,11230.84,205.82,0.00,12029.21,,,
Indianapolis,Weekly,"2021-07-04 00:00:00",Organic,1.580705082,12086.16,943.36,2743.89,0.00,8398.91,,,
Jacksonville,Weekly,"2021-07-04 00:00:00",Organic,1.479173895,14223.34,86.72,460.79,0.00,13675.82,,,
"Las Vegas",Weekly,"2021-07-04 00:00:00",Organic,1.499436122,18230.95,3318.92,4726.60,0.00,10185.43,,,
"Los Angeles",Weekly,"2021-07-04 00:00:00",Organic,1.715536799,184542.88,51107.74,25261.46,0.00,108173.68,,,
Louisville,Weekly,"2021-07-04 00:00:00",Organic,1.725661838,9708.02,1269.39,3008.03,0.00,5430.60,,,
"Miami/Ft. Lauderdale",Weekly,"2021-07-04 00:00:00",Organic,1.477670952,60622.78,1163.77,471.45,0.00,58987.57,,,
Nashville,Weekly,"2021-07-04 00:00:00",Organic,1.651724052,23927.58,1936.08,5067.29,0.00,16924.21,,,
"Northern New England",Weekly,"2021-07-04 00:00:00",Organic,2.062670739,22837.40,3051.08,688.96,0.00,19097.36,,,
"New Orleans/Mobile",Weekly,"2021-07-04 00:00:00",Organic,1.163978868,17145.37,491.97,12.40,0.00,16641.01,,,
"New York",Weekly,"2021-07-04 00:00:00",Organic,1.655536077,132128.41,7436.89,16968.48,46.39,107676.65,,,
Orlando,Weekly,"2021-07-04 00:00:00",Organic,1.455880337,35042.48,285.21,135.03,0.00,34622.24,,,
Peoria/Springfield,Weekly,"2021-07-04 00:00:00",Organic,1.585060239,6051.12,368.21,966.46,0.00,4716.45,,,
Philadelphia,Weekly,"2021-07-04 00:00:00",Organic,1.592003328,31379.89,1211.08,2895.17,8.21,27265.43,,,
Phoenix/Tucson,Weekly,"2021-07-04 00:00:00",Organic,1.458898803,33117.68,7022.34,7128.81,0.00,18966.52,,,
Pittsburgh,Weekly,"2021-07-04 00:00:00",Organic,1.583473054,15249.74,3213.10,7.95,0.00,12028.69,,,
Portland,Weekly,"2021-07-04 00:00:00",Organic,1.919817032,47673.63,2130.14,26045.56,0.00,19497.93,,,
Providence,Weekly,"2021-07-04 00:00:00",Organic,1.712644903,6380.72,39.95,11.74,0.00,6329.03,,,
Raleigh/Greensboro,Weekly,"2021-07-04 00:00:00",Organic,1.588704391,30037.72,485.67,4484.46,16.42,25051.17,,,
Richmond/Norfolk,Weekly,"2021-07-04 00:00:00",Organic,1.490284484,25933.35,358.43,3329.95,3.02,22241.95,,,
Roanoke,Weekly,"2021-07-04 00:00:00",Organic,1.602347576,13879.88,410.01,3117.71,0.00,10352.15,,,
Sacramento,Weekly,"2021-07-04 00:00:00",Organic,1.650551270,29552.78,7765.97,4176.44,0.00,17610.37,,,
"San Diego",Weekly,"2021-07-04 00:00:00",Organic,2.025475107,34388.88,8543.38,7402.31,0.00,18443.19,,,
"San Francisco",Weekly,"2021-07-04 00:00:00",Organic,1.816848090,76731.97,26346.52,6258.48,3.56,44123.42,,,
Seattle,Weekly,"2021-07-04 00:00:00",Organic,2.123965805,65583.92,5304.77,36062.53,1.08,24215.55,,,
"South Carolina",Weekly,"2021-07-04 00:00:00",Organic,1.583187646,36006.98,1311.19,5670.24,11.66,29013.89,,,
Spokane,Weekly,"2021-07-04 00:00:00",Organic,1.992671989,6337.73,222.39,3766.20,0.00,2349.14,,,
"St. Louis",Weekly,"2021-07-04 00:00:00",Organic,1.711275030,11659.64,1306.39,1945.05,3.12,8405.08,,,
Syracuse,Weekly,"2021-07-04 00:00:00",Organic,1.508132139,7434.04,521.70,170.74,0.00,6741.59,,,
Tampa,Weekly,"2021-07-04 00:00:00",Organic,1.385676799,31435.67,235.66,87.68,0.00,31112.34,,,
Toledo,Weekly,"2021-07-04 00:00:00",Organic,1.614140254,8453.03,599.21,2372.54,0.00,5481.28,,,
"West Tex/New Mexico",Weekly,"2021-07-04 00:00:00",Organic,1.173409889,40231.35,3540.23,2014.62,0.00,34676.51,,,
Wichita,Weekly,"2021-07-04 00:00:00",Organic,1.420385561,4113.99,1557.04,1.96,0.00,2554.99,,,
California,Weekly,"2021-07-04 00:00:00",Organic,1.761257184,401192.11,116303.33,55987.91,10.22,228890.66,,,
"Great Lakes",Weekly,"2021-07-04 00:00:00",Organic,1.557376303,260238.53,28545.56,52066.09,2.12,179624.77,,,
Midsouth,Weekly,"2021-07-04 00:00:00",Organic,1.595581600,302347.33,10092.76,46846.55,55.95,245352.07,,,
Northeast,Weekly,"2021-07-04 00:00:00",Organic,1.675074540,357379.43,21709.43,34651.87,129.29,300888.84,,,
Plains,Weekly,"2021-07-04 00:00:00",Organic,1.615246143,68398.21,13631.76,3332.45,102.06,51331.94,,,
"South Central",Weekly,"2021-07-04 00:00:00",Organic,1.447712821,183906.14,38322.54,5873.33,0.00,139710.27,,,
Southeast,Weekly,"2021-07-04 00:00:00",Organic,1.482631466,311614.16,8314.82,28307.66,13.64,274978.04,,,
West,Weekly,"2021-07-04 00:00:00",Organic,1.740852933,387107.13,80989.87,116480.91,16.68,189619.68,,,
"Total U.S.",Weekly,"2021-07-04 00:00:00",Organic,1.630844666,2272183.05,317910.07,343546.76,329.96,1610396.26,,,
Albany,Weekly,"2021-07-11 00:00:00",Conventional,1.068432230,145598.32,36760.59,79413.81,605.35,28818.57,,,
Atlanta,Weekly,"2021-07-11 00:00:00",Conventional,0.955155847,785130.30,461546.76,117993.19,1613.08,203977.27,,,
Baltimore/Washington,Weekly,"2021-07-11 00:00:00",Conventional,1.187010630,1196628.19,422038.68,326968.29,5575.02,442046.20,,,
Birmingham/Montgomery,Weekly,"2021-07-11 00:00:00",Conventional,0.927013253,364243.14,222628.67,26233.42,2366.12,113014.93,,,
Boise,Weekly,"2021-07-11 00:00:00",Conventional,1.097858260,131197.13,76655.90,15458.89,12764.53,26317.81,,,
Boston,Weekly,"2021-07-11 00:00:00",Conventional,1.459095524,647546.79,58499.71,423734.20,2112.95,163199.94,,,
