Geography,Timeframe,"Current Year Week Ending",Type,"ASP Current Year","Total Bulk and Bags Units","4046 Units","4225 Units","4770 Units","TotalBagged Units","SmlBagged Units","LrgBagged Units","X-LrgBagged Units"
Louisville,Weekly,"2022-10-23 00:00:00",Conventional,0.936286561,130184.91,55816.46,2766.84,30961.11,40640.50,,,
"Miami/Ft. Lauderdale",Weekly,"2022-10-23 00:00:00",Conventional,1.124320220,940958.50,708263.14,25083.83,1630.27,205981.25,,,
Nashville,Weekly,"2022-10-23 00:00:00",Conventional,0.930858967,303927.68,173075.81,7854.19,29154.91,93842.78,,,
"Northern New England",Weekly,"2022-10-23 00:00:00",Conventional,1.105330217,399237.25,58826.81,265174.50,56.89,75179.04,,,
"New Orleans/Mobile",Weekly,"2022-10-23 00:00:00",Conventional,0.835373930,315494.96,170345.38,9525.69,665.94,134957.95,,,
"New York",Weekly,"2022-10-23 00:00:00",Conventional,1.179168548,2175495.02,441608.12,1183786.19,14759.63,535341.08,,,
Orlando,Weekly,"2022-10-23 00:00:00",Conventional,1.014538342,619715.21,409919.25,20534.17,15.52,189246.27,,,
Peoria/Springfield,Weekly,"2022-10-23 00:00:00",Conventional,0.860845412,151005.58,81594.68,18965.45,13294.54,37150.91,,,
Philadelphia,Weekly,"2022-10-23 00:00:00",Conventional,1.036185203,636513.25,218297.97,205031.79,577.57,212605.93,,,
Phoenix/Tucson,Weekly,"2022-10-23 00:00:00",Conventional,0.869802969,1249812.32,439438.31,516728.66,38402.85,255242.51,,,
Pittsburgh,Weekly,"2022-10-23 00:00:00",Conventional,1.012769175,168075.14,97405.58,17486.69,227.75,52955.13,,,
Portland,Weekly,"2022-10-23 00:00:00",Conventional,1.037855765,714498.68,368614.92,221293.66,24825.41,99764.69,,,
Providence,Weekly,"2022-10-23 00:00:00",Conventional,1.322387575,87324.68,19352.31,50649.84,62.76,17259.76,,,
Raleigh/Greensboro,Weekly,"2022-10-23 00:00:00",Conventional,1.141553147,393580.76,168016.29,57982.80,1253.55,166328.13,,,
Richmond/Norfolk,Weekly,"2022-10-23 00:00:00",Conventional,1.078242524,285124.45,112318.85,50586.54,20800.96,101418.10,,,
Roanoke,Weekly,"2022-10-23 00:00:00",Conventional,0.985837633,174333.26,81275.24,16884.83,20899.94,55273.26,,,
Sacramento,Weekly,"2022-10-23 00:00:00",Conventional,1.540154677,409505.49,226283.38,91216.49,5089.46,86916.15,,,
"San Diego",Weekly,"2022-10-23 00:00:00",Conventional,1.342244156,519737.52,302341.78,38322.41,63505.08,115568.25,,,
"San Francisco",Weekly,"2022-10-23 00:00:00",Conventional,1.673535751,777746.07,586997.14,95654.84,5631.04,89463.06,,,
Seattle,Weekly,"2022-10-23 00:00:00",Conventional,1.521784137,558377.33,228826.00,203912.39,22488.52,103150.43,,,
"South Carolina",Weekly,"2022-10-23 00:00:00",Conventional,1.053307202,515628.10,301625.03,67088.00,19098.79,127816.29,,,
Spokane,Weekly,"2022-10-23 00:00:00",Conventional,1.334618724,76260.49,40092.07,23018.51,29.21,13120.70,,,
"St. Louis",Weekly,"2022-10-23 00:00:00",Conventional,0.895979779,257871.56,163850.11,16514.65,103.70,77403.09,,,
Syracuse,Weekly,"2022-10-23 00:00:00",Conventional,1.005926748,91698.02,26984.51,29832.80,272.84,34607.86,,,
Tampa,Weekly,"2022-10-23 00:00:00",Conventional,0.991033541,668782.30,456691.17,6812.84,42.86,205235.42,,,
Toledo,Weekly,"2022-10-23 00:00:00",Conventional,1.024424884,125184.72,46686.64,18330.37,30669.09,29498.63,,,
"West Tex/New Mexico",Weekly,"2022-10-23 00:00:00",Conventional,0.830730969,846605.16,422396.25,118646.35,15323.86,290238.69,,,
Wichita,Weekly,"2022-10-23 00:00:00",Conventional,0.880670458,118900.74,42019.70,41217.85,67.17,35596.02,,,
California,Weekly,"2022-10-23 00:00:00",Conventional,1.383166163,5666812.73,3398033.52,556734.67,581534.55,1130510.00,,,
"Great Lakes",Weekly,"2022-10-23 00:00:00",Conventional,0.977402920,4620196.69,1906314.82,1187300.60,539122.48,987458.80,,,
Midsouth,Weekly,"2022-10-23 00:00:00",Conventional,1.090986989,3966473.69,1698309.54,668275.32,198477.58,1401411.25,,,
Northeast,Weekly,"2022-10-23 00:00:00",Conventional,1.153071097,5362117.36,1176913.03,2670762.10,6342.55,1508099.68,,,
Plains,Weekly,"2022-10-23 00:00:00",Conventional,0.945410109,2143992.85,1084103.16,392988.49,6304.43,660596.77,,,
"South Central",Weekly,"2022-10-23 00:00:00",Conventional,0.812171950,5534610.37,2544031.26,1193538.83,42177.11,1754863.16,,,
Southeast,Weekly,"2022-10-23 00:00:00",Conventional,1.023238095,5379973.31,3675274.71,272015.82,145678.92,1287003.86,,,
West,Weekly,"2022-10-23 00:00:00",Conventional,1.016695907,6794752.24,2831834.30,2298060.04,162744.15,1502113.75,,,
"Total U.S.",Weekly,"2022-10-23 00:00:00",Conventional,1.059045942,39468929.24,18314814.34,9239675.87,1682381.76,10232057.26,,,
Albany,Weekly,"2022-10-23 00:00:00",Organic,1.962552929,3515.02,251.39,403.40,0.00,2860.23,,,
Atlanta,Weekly,"2022-10-23 00:00:00",Organic,1.075700334,64499.81,255.87,13658.22,0.00,50585.72,,,
Baltimore/Washington,Weekly,"2022-10-23 00:00:00",Organic,1.674276592,57179.39,851.10,9222.09,27.43,47078.77,,,
Birmingham/Montgomery,Weekly,"2022-10-23 00:00:00",Organic,1.081918505,14156.33,80.84,664.02,0.00,13411.47,,,
Boise,Weekly,"2022-10-23 00:00:00",Organic,1.754107353,5902.27,79.36,3560.36,0.00,2262.55,,,
Boston,Weekly,"2022-10-23 00:00:00",Organic,1.825515478,30037.83,225.00,1955.09,0.00,27857.74,,,
Buffalo/Rochester,Weekly,"2022-10-23 00:00:00",Organic,1.689640634,12022.39,603.99,71.00,0.00,11347.41,,,
Charlotte,Weekly,"2022-10-23 00:00:00",Organic,1.476872472,21506.02,143.31,2400.81,3.10,18958.79,,,
Chicago,Weekly,"2022-10-23 00:00:00",Organic,1.420913670,52631.19,1748.91,15028.57,0.00,35853.71,,,
Cincinnati/Dayton,Weekly,"2022-10-23 00:00:00",Organic,1.577963493,20197.27,284.71,13020.57,0.00,6891.99,,,
Columbus,Weekly,"2022-10-23 00:00:00",Organic,1.527849807,11799.43,577.93,4248.01,0.00,6973.49,,,
"Dallas/Ft. Worth",Weekly,"2022-10-23 00:00:00",Organic,1.230498852,46704.92,14303.27,753.39,0.00,31648.26,,,
Denver,Weekly,"2022-10-23 00:00:00",Organic,1.376502347,34079.86,18503.85,875.80,0.00,14700.21,,,
Detroit,Weekly,"2022-10-23 00:00:00",Organic,1.452051332,22113.10,376.06,5582.42,0.00,16154.62,,,
"Grand Rapids",Weekly,"2022-10-23 00:00:00",Organic,1.432522421,8117.82,68.80,496.48,0.00,7552.54,,,
Harrisburg/Scranton,Weekly,"2022-10-23 00:00:00",Organic,1.456434031,15401.27,400.77,417.49,0.00,14583.02,,,
Hartford/Springfield,Weekly,"2022-10-23 00:00:00",Organic,1.800947013,18699.93,464.71,3528.02,0.00,14707.20,,,
Houston,Weekly,"2022-10-23 00:00:00",Organic,1.203728293,25000.10,11360.77,279.04,0.00,13360.30,,,
Indianapolis,Weekly,"2022-10-23 00:00:00",Organic,1.493311843,11589.94,217.75,4835.18,0.00,6537.01,,,
Jacksonville,Weekly,"2022-10-23 00:00:00",Organic,0.860922499,27505.64,175.05,110.65,0.00,27219.94,,,
"Las Vegas",Weekly,"2022-10-23 00:00:00",Organic,1.444328514,17318.90,6551.02,1660.15,0.00,9107.72,,,
"Los Angeles",Weekly,"2022-10-23 00:00:00",Organic,1.733073723,153745.51,54335.27,4663.04,3474.57,91272.64,,,
Louisville,Weekly,"2022-10-23 00:00:00",Organic,1.549978353,8620.04,28.93,4261.28,0.00,4329.83,,,
"Miami/Ft. Lauderdale",Weekly,"2022-10-23 00:00:00",Organic,1.008446011,94195.15,2128.00,572.48,0.00,91494.67,,,
Nashville,Weekly,"2022-10-23 00:00:00",Organic,1.636705176,22297.77,131.10,10683.62,0.00,11483.05,,,
"Northern New England",Weekly,"2022-10-23 00:00:00",Organic,2.065220131,14311.02,1467.50,302.57,0.00,12540.95,,,
"New Orleans/Mobile",Weekly,"2022-10-23 00:00:00",Organic,1.419734727,3772.29,467.27,137.91,0.00,3167.10,,,
"New York",Weekly,"2022-10-23 00:00:00",Organic,1.740865079,103960.81,16053.45,14176.26,38.60,73692.50,,,
Orlando,Weekly,"2022-10-23 00:00:00",Organic,0.968344558,52211.01,508.26,169.47,0.00,51533.28,,,
Peoria/Springfield,Weekly,"2022-10-23 00:00:00",Organic,1.360420729,5291.44,92.14,1065.69,0.00,4133.60,,,
Philadelphia,Weekly,"2022-10-23 00:00:00",Organic,1.643667707,28197.26,1543.22,4684.98,4.98,21964.09,,,
Phoenix/Tucson,Weekly,"2022-10-23 00:00:00",Organic,1.435321012,34584.16,12211.01,2624.21,0.00,19748.95,,,
Pittsburgh,Weekly,"2022-10-23 00:00:00",Organic,1.513153319,8411.13,1528.71,0.00,0.00,6882.42,,,
Portland,Weekly,"2022-10-23 00:00:00",Organic,1.718274969,39329.52,152.56,25165.44,0.00,14011.52,,,
Providence,Weekly,"2022-10-23 00:00:00",Organic,1.623231544,4985.51,29.11,7.89,0.00,4948.51,,,
Raleigh/Greensboro,Weekly,"2022-10-23 00:00:00",Organic,1.598929737,24977.14,502.72,2371.53,16.29,22086.60,,,
Richmond/Norfolk,Weekly,"2022-10-23 00:00:00",Organic,1.414260892,24228.63,178.60,4120.43,2.00,19927.60,,,
Roanoke,Weekly,"2022-10-23 00:00:00",Organic,1.429126533,12804.79,43.12,3561.78,0.00,9199.89,,,
Sacramento,Weekly,"2022-10-23 00:00:00",Organic,1.930351113,17156.88,5528.25,1625.34,0.00,10003.30,,,
"San Diego",Weekly,"2022-10-23 00:00:00",Organic,2.038967583,25612.35,13740.34,933.96,314.44,10623.61,,,
"San Francisco",Weekly,"2022-10-23 00:00:00",Organic,2.133843674,56909.93,20893.26,3729.97,0.00,32286.70,,,
Seattle,Weekly,"2022-10-23 00:00:00",Organic,2.211437756,50360.12,849.40,36695.81,4.32,12810.60,,,
"South Carolina",Weekly,"2022-10-23 00:00:00",Organic,1.206750515,41180.36,392.40,3672.00,4.25,37111.71,,,
Spokane,Weekly,"2022-10-23 00:00:00",Organic,1.959308570,4390.99,44.25,2570.54,0.00,1776.20,,,
"St. Louis",Weekly,"2022-10-23 00:00:00",Organic,1.620361559,8164.18,875.11,1920.73,0.00,5368.34,,,
Syracuse,Weekly,"2022-10-23 00:00:00",Organic,1.559704047,4968.96,231.66,60.34,0.00,4676.96,,,
Tampa,Weekly,"2022-10-23 00:00:00",Organic,1.252018801,23161.93,381.94,129.68,0.00,22650.32,,,
Toledo,Weekly,"2022-10-23 00:00:00",Organic,1.463732749,4604.06,117.80,1710.67,0.00,2775.59,,,
"West Tex/New Mexico",Weekly,"2022-10-23 00:00:00",Organic,0.996522773,33078.07,9861.80,655.66,0.00,22560.61,,,
Wichita,Weekly,"2022-10-23 00:00:00",Organic,1.334672454,2979.06,990.54,2.91,0.00,1985.61,,,
California,Weekly,"2022-10-23 00:00:00",Organic,1.838637387,315346.30,116661.99,13475.42,4024.08,181184.80,,,
"Great Lakes",Weekly,"2022-10-23 00:00:00",Organic,1.498670544,185059.97,6146.91,60182.21,0.00,118730.84,,,
Midsouth,Weekly,"2022-10-23 00:00:00",Organic,1.542102717,251728.43,2613.70,55652.10,64.82,193397.81,,,
Northeast,Weekly,"2022-10-23 00:00:00",Organic,1.747968955,250255.22,15198.81,22321.98,22.27,212712.16,,,
Plains,Weekly,"2022-10-23 00:00:00",Organic,1.499132430,53336.50,13728.11,7118.03,0.00,32490.35,,,
"South Central",Weekly,"2022-10-23 00:00:00",Organic,1.216087269,140344.50,42605.10,5015.48,0.00,92723.93,,,
Southeast,Weekly,"2022-10-23 00:00:00",Organic,1.041423580,408990.57,4640.56,25207.77,7.72,379134.52,,,
West,Weekly,"2022-10-23 00:00:00",Organic,1.628542907,296393.72,68077.98,99298.92,4.64,129012.19,,,
"Total U.S.",Weekly,"2022-10-23 00:00:00",Organic,1.494661988,1901455.21,269673.16,288271.90,4123.53,1339386.61,,,
Albany,Weekly,"2022-10-30 00:00:00",Conventional,1.074030608,115932.80,19285.84,74071.98,17.19,22557.78,,,
Atlanta,Weekly,"2022-10-30 00:00:00",Conventional,0.983199798,749693.36,464722.24,86804.62,76817.52,121348.98,,,
Baltimore/Washington,Weekly,"2022-10-30 00:00:00",Conventional,1.265724180,1051946.25,275181.86,363828.57,1635.26,411300.56,,,
Birmingham/Montgomery,Weekly,"2022-10-30 00:00:00",Conventional,0.951322193,314141.54,208821.61,26011.30,4590.28,74718.36,,,
Boise,Weekly,"2022-10-30 00:00:00",Conventional,0.969752907,115292.58,65921.45,29245.27,168.47,19957.39,,,
Boston,Weekly,"2022-10-30 00:00:00",Conventional,1.404263042,519397.89,45266.27,340264.96,87.95,133778.71,,,
Buffalo/Rochester,Weekly,"2022-10-30 00:00:00",Conventional,1.042466539,210286.63,58896.24,48508.81,1303.13,101578.45,,,
Charlotte,Weekly,"2022-10-30 00:00:00",Conventional,1.136399903,364149.17,153804.85,55387.65,1339.71,153616.97,,,
Chicago,Weekly,"2022-10-30 00:00:00",Conventional,1.091768547,1248903.72,471352.02,420195.27,97074.84,260281.59,,,
Cincinnati/Dayton,Weekly,"2022-10-30 00:00:00",Conventional,0.966146427,271584.76,123552.67,18536.61,59059.69,70435.79,,,
Columbus,Weekly,"2022-10-30 00:00:00",Conventional,1.075640972,217938.10,102911.16,17307.85,40250.74,57468.34,,,
"Dallas/Ft. Worth",Weekly,"2022-10-30 00:00:00",Conventional,0.776623198,1441647.68,589601.31,321293.71,3354.26,527398.40,,,
Denver,Weekly,"2022-10-30 00:00:00",Conventional,0.927244504,884727.26,322999.42,302433.41,17208.18,242086.25,,,
Detroit,Weekly,"2022-10-30 00:00:00",Conventional,0.933488451,407886.30,121029.75,117418.83,43803.35,125634.37,,,
"Grand Rapids",Weekly,"2022-10-30 00:00:00",Conventional,0.979856277,160711.61,38788.94,42341.36,38602.47,40978.84,,,
Harrisburg/Scranton,Weekly,"2022-10-30 00:00:00",Conventional,1.032377935,379716.81,162734.70,80519.78,1985.71,134476.62,,,
Hartford/Springfield,Weekly,"2022-10-30 00:00:00",Conventional,1.356001839,311021.92,43404.33,186566.07,137.76,80913.76,,,
Houston,Weekly,"2022-10-30 00:00:00",Conventional,0.776370187,1066957.18,516845.46,268148.48,8806.79,273156.45,,,
Indianapolis,Weekly,"2022-10-30 00:00:00",Conventional,0.929278923,239173.05,100189.88,31024.05,40004.06,67955.06,,,
Jacksonville,Weekly,"2022-10-30 00:00:00",Conventional,1.071039112,240579.68,173050.36,13884.35,24.19,53620.79,,,
"Las Vegas",Weekly,"2022-10-30 00:00:00",Conventional,0.955255949,375745.13,106834.62,121714.53,1807.30,145388.69,,,
"Los Angeles",Weekly,"2022-10-30 00:00:00",Conventional,1.205809539,2869335.11,1498704.16,215643.03,516995.10,637992.83,,,
Louisville,Weekly,"2022-10-30 00:00:00",Conventional,0.928723462,120710.75,51587.13,2274.77,25935.18,40913.67,,,
"Miami/Ft. Lauderdale",Weekly,"2022-10-30 00:00:00",Conventional,1.106047528,938261.27,693204.22,25913.26,1469.81,217673.98,,,
Nashville,Weekly,"2022-10-30 00:00:00",Conventional,0.930340798,290169.53,165190.92,7033.24,25549.03,92396.33,,,
"Northern New England",Weekly,"2022-10-30 00:00:00",Conventional,1.137374313,398499.57,50090.36,271571.92,9.79,76827.51,,,
"New Orleans/Mobile",Weekly,"2022-10-30 00:00:00",Conventional,0.813717524,314873.28,168400.90,7743.69,562.76,138165.93,,,
"New York",Weekly,"2022-10-30 00:00:00",Conventional,1.330043826,1783418.87,298740.63,895091.38,14945.98,574640.88,,,
Orlando,Weekly,"2022-10-30 00:00:00",Conventional,1.004516474,612426.07,384206.96,20390.90,14.28,207813.93,,,
Peoria/Springfield,Weekly,"2022-10-30 00:00:00",Conventional,0.884054411,138116.41,69809.18,15228.52,11274.89,41803.82,,,
Philadelphia,Weekly,"2022-10-30 00:00:00",Conventional,1.167489315,602949.09,186913.47,201302.14,608.91,214124.56,,,
Phoenix/Tucson,Weekly,"2022-10-30 00:00:00",Conventional,0.843044695,1184332.65,510168.12,446059.98,3423.95,224680.61,,,
Pittsburgh,Weekly,"2022-10-30 00:00:00",Conventional,1.075086862,159423.51,90749.87,16641.20,219.24,51813.20,,,
Portland,Weekly,"2022-10-30 00:00:00",Conventional,1.122401638,560611.83,280941.20,163674.92,19852.31,96143.40,,,
Providence,Weekly,"2022-10-30 00:00:00",Conventional,1.379161656,81388.89,12781.15,50176.76,27.41,18403.58,,,
Raleigh/Greensboro,Weekly,"2022-10-30 00:00:00",Conventional,1.122803843,401325.31,167443.03,61301.33,1044.60,171536.35,,,
Richmond/Norfolk,Weekly,"2022-10-30 00:00:00",Conventional,1.046349107,283454.87,107760.71,53018.76,18765.83,103909.58,,,
Roanoke,Weekly,"2022-10-30 00:00:00",Conventional,0.960883765,173328.21,79081.65,17786.04,18388.38,58072.15,,,
Sacramento,Weekly,"2022-10-30 00:00:00",Conventional,1.120861433,517451.48,225095.04,200777.80,5933.15,85645.49,,,
"San Diego",Weekly,"2022-10-30 00:00:00",Conventional,1.259583379,556055.20,303774.39,74824.77,69687.79,107768.25,,,
"San Francisco",Weekly,"2022-10-30 00:00:00",Conventional,1.401392642,722499.50,479346.47,135650.35,6336.62,101166.05,,,
Seattle,Weekly,"2022-10-30 00:00:00",Conventional,1.471571654,521847.78,233618.43,164843.68,20931.53,102454.15,,,
"South Carolina",Weekly,"2022-10-30 00:00:00",Conventional,1.026425818,512049.56,284306.62,72007.71,17359.57,138375.66,,,
Spokane,Weekly,"2022-10-30 00:00:00",Conventional,1.286167238,71749.98,38167.40,20328.64,5.44,13248.50,,,
"St. Louis",Weekly,"2022-10-30 00:00:00",Conventional,0.869695337,250576.86,162418.42,9674.36,122.28,78361.80,,,
Syracuse,Weekly,"2022-10-30 00:00:00",Conventional,1.038078564,92485.77,22528.36,33800.61,234.85,35921.94,,,
Tampa,Weekly,"2022-10-30 00:00:00",Conventional,0.976133779,662067.53,429966.20,14345.78,35.12,217720.42,,,
Toledo,Weekly,"2022-10-30 00:00:00",Conventional,1.004688775,118937.66,48106.23,16189.38,23620.78,31021.27,,,
"West Tex/New Mexico",Weekly,"2022-10-30 00:00:00",Conventional,0.767562140,883939.92,402858.35,109800.97,5732.65,365547.95,,,
Wichita,Weekly,"2022-10-30 00:00:00",Conventional,0.873386509,113304.12,34966.39,41699.58,44.67,36593.48,,,
California,Weekly,"2022-10-30 00:00:00",Conventional,1.225370635,5955521.95,3186226.96,978720.15,670332.93,1120241.91,,,
"Great Lakes",Weekly,"2022-10-30 00:00:00",Conventional,0.985747944,4291333.73,1714473.81,1031609.51,474152.73,1071097.68,,,
Midsouth,Weekly,"2022-10-30 00:00:00",Conventional,1.097276056,3897827.42,1573047.63,727887.27,170272.20,1426620.32,,,
Northeast,Weekly,"2022-10-30 00:00:00",Conventional,1.238139491,4872632.18,971736.42,2327915.98,6443.90,1566535.87,,,
Plains,Weekly,"2022-10-30 00:00:00",Conventional,0.913101043,2156604.15,997280.42,496601.06,5613.88,657108.78,,,
"South Central",Weekly,"2022-10-30 00:00:00",Conventional,0.797056783,5464433.60,2479970.10,1105866.15,38950.81,1839646.55,,,
Southeast,Weekly,"2022-10-30 00:00:00",Conventional,1.012223246,5311500.56,3496735.46,299063.17,134367.92,1381334.02,,,
West,Weekly,"2022-10-30 00:00:00",Conventional,0.998491772,6312151.25,2797356.14,1948719.13,89963.31,1476112.67,,,
"Total U.S.",Weekly,"2022-10-30 00:00:00",Conventional,1.041283725,38262004.84,17216826.95,8916382.42,1590097.68,10538697.79,,,
Albany,Weekly,"2022-10-30 00:00:00",Organic,1.919601234,3131.27,199.90,353.15,0.00,2578.22,,,
Atlanta,Weekly,"2022-10-30 00:00:00",Organic,1.085654410,66305.13,200.90,15465.21,0.00,50639.02,,,
Baltimore/Washington,Weekly,"2022-10-30 00:00:00",Organic,1.569812453,61574.39,590.79,9448.47,23.31,51511.81,,,
Birmingham/Montgomery,Weekly,"2022-10-30 00:00:00",Organic,1.029935783,14180.41,68.01,817.84,0.00,13294.55,,,
Boise,Weekly,"2022-10-30 00:00:00",Organic,1.801434036,6157.92,143.76,3991.26,0.00,2022.90,,,
Boston,Weekly,"2022-10-30 00:00:00",Organic,1.799345492,29604.77,209.31,1666.60,0.00,27728.87,,,
Buffalo/Rochester,Weekly,"2022-10-30 00:00:00",Organic,1.711967849,13100.17,622.25,64.65,0.00,12413.27,,,
Charlotte,Weekly,"2022-10-30 00:00:00",Organic,1.424406405,22754.33,172.80,2256.15,11.38,20314.00,,,
Chicago,Weekly,"2022-10-30 00:00:00",Organic,1.404045689,55613.49,576.90,14639.17,0.00,40397.42,,,
Cincinnati/Dayton,Weekly,"2022-10-30 00:00:00",Organic,1.543147336,20328.97,1602.24,11139.06,0.00,7587.68,,,
Columbus,Weekly,"2022-10-30 00:00:00",Organic,1.531733287,12784.27,516.17,4890.26,0.00,7377.84,,,
"Dallas/Ft. Worth",Weekly,"2022-10-30 00:00:00",Organic,1.226138123,43474.69,12642.40,694.28,0.00,30138.01,,,
Denver,Weekly,"2022-10-30 00:00:00",Organic,1.380258336,34347.29,18710.67,837.88,0.00,14798.74,,,
Detroit,Weekly,"2022-10-30 00:00:00",Organic,1.468122106,26076.38,372.67,7368.63,0.00,18335.09,,,
"Grand Rapids",Weekly,"2022-10-30 00:00:00",Organic,1.419456854,8488.86,45.57,535.09,0.00,7908.20,,,
Harrisburg/Scranton,Weekly,"2022-10-30 00:00:00",Organic,1.429282499,15472.63,287.87,455.57,0.00,14729.20,,,
Hartford/Springfield,Weekly,"2022-10-30 00:00:00",Organic,1.785750150,17639.75,548.91,2991.24,0.00,14099.60,,,
Houston,Weekly,"2022-10-30 00:00:00",Organic,1.188176633,23620.70,10322.18,405.35,0.00,12893.18,,,
Indianapolis,Weekly,"2022-10-30 00:00:00",Organic,1.478225834,12353.22,822.82,4655.44,0.00,6874.96,,,
Jacksonville,Weekly,"2022-10-30 00:00:00",Organic,0.848510905,25529.34,186.89,147.73,0.00,25194.72,,,
"Las Vegas",Weekly,"2022-10-30 00:00:00",Organic,1.457331142,16417.25,3985.98,3368.61,0.00,9062.67,,,
"Los Angeles",Weekly,"2022-10-30 00:00:00",Organic,1.715498431,146702.11,52274.36,4838.31,3196.56,86392.87,,,
Louisville,Weekly,"2022-10-30 00:00:00",Organic,1.565979428,9091.59,525.04,4259.68,0.00,4306.87,,,
"Miami/Ft. Lauderdale",Weekly,"2022-10-30 00:00:00",Organic,0.966490029,104745.09,2079.09,555.73,0.00,102110.27,,,
Nashville,Weekly,"2022-10-30 00:00:00",Organic,1.591531320,22722.58,1270.46,8986.96,0.00,12465.17,,,
"Northern New England",Weekly,"2022-10-30 00:00:00",Organic,2.075190337,14714.98,1633.29,300.09,0.00,12781.59,,,
"New Orleans/Mobile",Weekly,"2022-10-30 00:00:00",Organic,1.275376996,4444.22,479.00,63.08,0.00,3902.13,,,
"New York",Weekly,"2022-10-30 00:00:00",Organic,1.709454127,104038.02,14464.70,13853.87,81.91,75637.54,,,
Orlando,Weekly,"2022-10-30 00:00:00",Organic,0.963854266,58404.40,462.00,176.61,0.00,57765.79,,,
Peoria/Springfield,Weekly,"2022-10-30 00:00:00",Organic,1.326137305,6370.39,120.34,1261.64,0.00,4988.42,,,
Philadelphia,Weekly,"2022-10-30 00:00:00",Organic,1.563751522,28915.63,1389.73,4196.71,2.98,23326.20,,,
Phoenix/Tucson,Weekly,"2022-10-30 00:00:00",Organic,1.429763257,34445.95,8452.58,5837.66,0.00,20155.71,,,
Pittsburgh,Weekly,"2022-10-30 00:00:00",Organic,1.368425195,9556.39,1137.94,2.01,0.00,8416.45,,,
Portland,Weekly,"2022-10-30 00:00:00",Organic,1.735437637,37558.20,418.35,24571.99,0.00,12567.86,,,
Providence,Weekly,"2022-10-30 00:00:00",Organic,1.661149661,4777.12,26.18,16.35,0.00,4734.59,,,
Raleigh/Greensboro,Weekly,"2022-10-30 00:00:00",Organic,1.554382716,27115.22,459.45,2543.30,18.32,24094.14,,,
Richmond/Norfolk,Weekly,"2022-10-30 00:00:00",Organic,1.314866642,26957.69,646.12,3831.74,0.00,22479.84,,,
Roanoke,Weekly,"2022-10-30 00:00:00",Organic,1.400277695,12498.78,521.33,2668.16,0.00,9309.29,,,
Sacramento,Weekly,"2022-10-30 00:00:00",Organic,1.860783914,14891.33,4332.52,1171.04,0.00,9387.78,,,
"San Diego",Weekly,"2022-10-30 00:00:00",Organic,2.005828450,23530.95,11529.56,1148.57,302.60,10550.22,,,
"San Francisco",Weekly,"2022-10-30 00:00:00",Organic,2.092067875,53544.29,18720.82,3285.13,0.00,31538.33,,,
Seattle,Weekly,"2022-10-30 00:00:00",Organic,2.245727746,53342.33,565.78,39495.99,3.24,13277.32,,,
"South Carolina",Weekly,"2022-10-30 00:00:00",Organic,1.182683795,42131.30,389.18,4031.22,5.32,37705.58,,,
Spokane,Weekly,"2022-10-30 00:00:00",Organic,1.927172689,4168.23,78.78,2476.63,0.00,1612.82,,,
"St. Louis",Weekly,"2022-10-30 00:00:00",Organic,1.585575860,9009.01,746.44,2392.97,0.00,5869.60,,,
Syracuse,Weekly,"2022-10-30 00:00:00",Organic,1.534791754,4951.84,246.99,69.57,0.00,4635.29,,,
Tampa,Weekly,"2022-10-30 00:00:00",Organic,1.189666444,27561.96,449.83,127.95,0.00,26984.19,,,
Toledo,Weekly,"2022-10-30 00:00:00",Organic,1.462780349,4991.35,109.18,1783.20,0.00,3098.97,,,
"West Tex/New Mexico",Weekly,"2022-10-30 00:00:00",Organic,1.012032639,31287.86,4458.22,1748.59,0.00,25081.05,,,
Wichita,Weekly,"2022-10-30 00:00:00",Organic,1.326863923,2818.07,916.01,2.91,0.00,1899.15,,,
California,Weekly,"2022-10-30 00:00:00",Organic,1.816733980,292733.84,105930.04,12537.75,3718.34,170547.71,,,
"Great Lakes",Weekly,"2022-10-30 00:00:00",Organic,1.482583043,199112.62,6212.02,60959.75,0.00,131940.85,,,
Midsouth,Weekly,"2022-10-30 00:00:00",Organic,1.476503787,266807.14,5956.97,52382.05,63.15,208404.97,,,
Northeast,Weekly,"2022-10-30 00:00:00",Organic,1.706376591,252961.42,14012.47,20408.08,10.47,218530.40,,,
Plains,Weekly,"2022-10-30 00:00:00",Organic,1.436046874,50920.34,12939.37,4328.21,0.00,33652.76,,,
"South Central",Weekly,"2022-10-30 00:00:00",Organic,1.222789751,129030.67,35980.49,6168.06,0.00,86882.13,,,
Southeast,Weekly,"2022-10-30 00:00:00",Organic,1.021159125,439312.66,5004.52,28242.90,6.81,406058.42,,,
West,Weekly,"2022-10-30 00:00:00",Organic,1.649069573,295664.79,55733.90,109878.74,6.07,130046.07,,,
"Total U.S.",Weekly,"2022-10-30 00:00:00",Organic,1.463601030,1926543.48,241769.78,294905.53,3804.85,1386063.32,,,
Albany,Weekly,"2022-11-06 00:00:00",Conventional,0.993871302,131984.80,29919.91,78693.69,8.69,23362.51,,,
Atlanta,Weekly,"2022-11-06 00:00:00",Conventional,0.969024334,790868.00,496788.51,144140.48,36407.05,113531.96,,,
Baltimore/Washington,Weekly,"2022-11-06 00:00:00",Conventional,1.178602806,1078770.83,345296.14,317450.02,1059.22,414965.44,,,
Birmingham/Montgomery,Weekly,"2022-11-06 00:00:00",Conventional,0.939945007,353789.15,243268.63,32005.31,2119.88,76395.34,,,
